filename,lap_var,fft_hf_ratio,noise_est,local_var
003004.npy,0.02748391,0.998483,0.01466484,0.08535003
003005.npy,0.03519870,0.998657,0.01858070,0.11634107
003008.npy,0.00303354,0.999977,0.00599200,0.10307749
003009.npy,0.01962206,0.999271,0.02477966,0.05877141
003011.npy,0.03240675,0.999371,0.03223507,0.07042177
003012.npy,0.05141386,0.999453,0.02271343,0.11757601
003013.npy,0.00109947,0.999996,0.00338711,0.00704594
003015.npy,0.00109677,0.999996,0.00328902,0.00727239
003016.npy,0.03555216,0.999847,0.02217404,0.16746306
003017.npy,0.02515721,0.999351,0.03404375,0.04470113
003018.npy,0.02529701,0.999334,0.03424959,0.04471634
003019.npy,0.02512503,0.999333,0.03406403,0.04458882
003020.npy,0.01131575,0.999417,0.01158020,0.06818792
003022.npy,0.02703831,0.999554,0.01913877,0.12718996
003023.npy,0.02749869,0.999552,0.01879598,0.13223322
003024.npy,0.01315598,0.999516,0.02378319,0.03555254
003025.npy,0.01637453,0.999393,0.02719196,0.06176358
003026.npy,0.01640026,0.999383,0.02693487,0.06150028
003028.npy,0.02878904,0.999808,0.01804442,0.10569071
003029.npy,0.04329223,0.997181,0.02227925,0.11192539
003030.npy,0.04353537,0.997164,0.02157122,0.11220918
003031.npy,0.04224109,0.997273,0.02181582,0.11138090
003032.npy,0.02305211,0.999882,0.01910918,0.08129969
003033.npy,0.02310717,0.999834,0.02120951,0.09670730
003034.npy,0.02324693,0.999834,0.02134094,0.09715530
003035.npy,0.02351704,0.999825,0.02169535,0.09549697
003036.npy,0.12179314,0.999413,0.04604514,0.16345596
003038.npy,0.00830567,0.999820,0.00537083,0.10504527
003039.npy,0.00838100,0.999826,0.00560630,0.10509911
003040.npy,0.01932525,0.988248,0.00408867,0.04998750
003041.npy,0.02166871,0.998769,0.00558763,0.08922198
003042.npy,0.02255056,0.998756,0.00544176,0.09137618
003044.npy,0.13851960,0.995935,0.07997210,0.08835859
003045.npy,0.01602813,0.999642,0.02726671,0.03592498
003046.npy,0.00863168,0.999854,0.01988910,0.03073514
003048.npy,0.00617110,0.999916,0.01040149,0.10079265
003049.npy,0.00113446,0.999993,0.00287055,0.00885945
003050.npy,0.00103325,0.999992,0.00339790,0.00815908
003051.npy,0.00096567,0.999993,0.00405582,0.00790684
003052.npy,0.01516645,0.999445,0.00697195,0.07460153
003053.npy,0.00533602,0.999950,0.00696964,0.06882972
003054.npy,0.00542568,0.999949,0.00696134,0.06935882
003055.npy,0.00524089,0.999952,0.00692174,0.06802894
003056.npy,0.04027352,0.999367,0.01089993,0.09020484
003057.npy,0.00725787,0.999921,0.00502555,0.03102354
003058.npy,0.00836937,0.999915,0.00497465,0.03343068
003059.npy,0.00691073,0.999921,0.00491348,0.02707217
003060.npy,0.04094206,0.999683,0.02472113,0.14089246
003061.npy,0.00062292,0.999992,0.00404952,0.09886903
003062.npy,0.00070092,0.999990,0.00442861,0.10167862
003064.npy,0.01151537,0.999971,0.00595226,0.10827995
003066.npy,0.01560347,0.999817,0.00759612,0.10832214
003069.npy,0.11552313,0.997258,0.07002945,0.07673739
003070.npy,0.08755878,0.998229,0.06244771,0.06705786
003071.npy,0.08082881,0.998285,0.05744633,0.06471644
003074.npy,0.00163274,0.999900,0.00775824,0.01785661
003075.npy,0.00170395,0.999899,0.00817006,0.01670895
003077.npy,0.00316711,0.999970,0.00879818,0.10025083
003078.npy,0.00219997,0.999972,0.00768162,0.08162960
003079.npy,0.00320360,0.999969,0.00887297,0.10020680
003083.npy,0.00508758,0.999967,0.00426514,0.06647924
003084.npy,0.06270575,0.999550,0.02548576,0.14201486
003085.npy,0.00966294,0.999458,0.00796646,0.06183613
003086.npy,0.01185721,0.999426,0.00851955,0.06878822
003087.npy,0.01381626,0.999467,0.00974396,0.07684549
003088.npy,0.03562918,0.999347,0.01134986,0.10198513
003089.npy,0.01992727,0.999467,0.00682466,0.08939679
003090.npy,0.01926712,0.999457,0.00681353,0.08686273
003091.npy,0.02155941,0.999364,0.00723940,0.09149508
003092.npy,0.00577660,0.999958,0.00715136,0.05650469
003093.npy,0.01750188,0.999919,0.01164522,0.10350250
003094.npy,0.01988952,0.999887,0.01287745,0.10939357
003096.npy,0.03157981,0.999644,0.01414999,0.11098544
003097.npy,0.01973793,0.999850,0.01139168,0.10596244
003098.npy,0.02265654,0.999806,0.01229105,0.11209167
003100.npy,0.03151779,0.998955,0.01061812,0.11462661
003101.npy,0.07135795,0.996265,0.04031586,0.11188965
003102.npy,0.07731238,0.995926,0.04162829,0.11262627
003104.npy,0.00182808,0.999719,0.00426664,0.03879211
003105.npy,0.00260337,0.999902,0.00310345,0.05007705
003106.npy,0.00149901,0.999827,0.00296736,0.03801865
003107.npy,0.00251620,0.999886,0.00294999,0.04582147
003108.npy,0.00387713,0.999984,0.00435116,0.06387702
003111.npy,0.00506624,0.999968,0.00769168,0.07749389
003112.npy,0.01271235,0.999939,0.00409726,0.05989092
003113.npy,0.02716413,0.999686,0.00722913,0.11279076
003114.npy,0.02330635,0.999722,0.00643205,0.10420179
003115.npy,0.02212068,0.999697,0.00637347,0.10061434
003116.npy,0.00501020,0.999934,0.01554569,0.01992260
003117.npy,0.00100685,0.999557,0.00616248,0.00894036
003118.npy,0.00275746,0.999716,0.00541502,0.01867700
003119.npy,0.00092527,0.999641,0.00500578,0.00868743
003120.npy,0.00103801,0.999914,0.00662747,0.03065804
003121.npy,0.02542136,0.999673,0.01616950,0.07194743
003122.npy,0.02233059,0.999765,0.01522028,0.05744153
003123.npy,0.02028197,0.999755,0.01486024,0.05779746
003124.npy,0.00040970,0.999995,0.00414331,0.04084536
003125.npy,0.00115840,0.999967,0.00705004,0.03396441
003126.npy,0.00153831,0.999946,0.00808563,0.03922304
003127.npy,0.00143918,0.999946,0.00793783,0.03666399
003128.npy,0.00735127,0.999984,0.00792976,0.13959195
003130.npy,0.00469534,0.999975,0.01205808,0.02768999
003131.npy,0.00481871,0.999977,0.01142159,0.03581528
003132.npy,0.03903798,0.999755,0.01275047,0.12427913
003133.npy,0.01076446,0.999512,0.00592926,0.07058455
003134.npy,0.01113911,0.999540,0.00596104,0.07619347
003135.npy,0.01074469,0.999512,0.00587223,0.07250846
003137.npy,0.02512179,0.999471,0.01116645,0.08370361
003138.npy,0.02881949,0.999500,0.01275262,0.09473614
003139.npy,0.02798762,0.999589,0.01344308,0.10220410
003140.npy,0.00726863,0.999951,0.00757882,0.11564440
003141.npy,0.00301563,0.999584,0.01038448,0.02283011
003142.npy,0.00250676,0.999639,0.00953934,0.02229276
003143.npy,0.00292525,0.999722,0.01038723,0.02556107
003144.npy,0.00247351,0.999991,0.00471279,0.02358682
003145.npy,0.04376499,0.996648,0.03164685,0.10479690
003146.npy,0.04327257,0.996689,0.03084872,0.10438908
003147.npy,0.04337394,0.996692,0.03087081,0.10452042
003148.npy,0.00696888,0.999817,0.01182551,0.10069236
003149.npy,0.00445016,0.999916,0.00661907,0.06595776
003150.npy,0.00337714,0.999956,0.00540939,0.06617372
003151.npy,0.00372745,0.999927,0.00617794,0.06947000
003152.npy,0.00834647,0.999970,0.00808768,0.15305202
003153.npy,0.00452337,0.999863,0.00977040,0.11886742
003154.npy,0.00445879,0.999865,0.00969294,0.11828369
003155.npy,0.00448256,0.999867,0.00979385,0.11535922
003156.npy,0.06360132,0.998391,0.02959248,0.11657502
003158.npy,0.02753790,0.999131,0.03674459,0.04110381
003159.npy,0.02636475,0.999146,0.03569872,0.04040882
003161.npy,0.01776778,0.999952,0.00542830,0.08056330
003162.npy,0.03743400,0.999871,0.00629519,0.10483544
003164.npy,0.03942144,0.999926,0.00883426,0.21400551
003167.npy,0.00761957,0.999883,0.01253742,0.13721904
003168.npy,0.00933837,0.999860,0.01574242,0.07125828
003170.npy,0.00831837,0.999159,0.01600994,0.05953261
003171.npy,0.00725449,0.999483,0.01605716,0.06655816
003173.npy,0.00371869,0.999976,0.00505095,0.05368705
003174.npy,0.00371632,0.999975,0.00479953,0.04436907
003175.npy,0.00314280,0.999976,0.00476599,0.03947734
003176.npy,0.02246509,0.998815,0.01573981,0.06483638
003179.npy,0.06348767,0.998999,0.02116360,0.11705926
003180.npy,0.00116984,0.999980,0.00686364,0.05912477
003181.npy,0.04466075,0.998737,0.04422862,0.05522033
003182.npy,0.04532153,0.998620,0.04449335,0.05554781
003183.npy,0.04407249,0.998790,0.04375651,0.05476964
003184.npy,0.05101404,0.999350,0.02431630,0.19804783
003185.npy,0.02408940,0.999634,0.01626536,0.13385262
003187.npy,0.02047736,0.999618,0.01524426,0.11901221
003188.npy,0.00205763,0.999964,0.00922479,0.02428570
003190.npy,0.06624254,0.998376,0.05379335,0.07091457
003191.npy,0.06358627,0.998406,0.05271978,0.06935055
003192.npy,0.00300164,0.999981,0.00300081,0.06829949
003194.npy,0.01429785,0.999875,0.00441606,0.11313983
003195.npy,0.01332253,0.999895,0.00436402,0.11153870
003196.npy,0.02288898,0.999576,0.01087219,0.08551837
003197.npy,0.02182017,0.999738,0.00836888,0.10920661
003198.npy,0.02047637,0.999671,0.00754442,0.10380077
003199.npy,0.02222358,0.999755,0.00906483,0.11320108
